Bankleitzahl;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC
72069789;Raiffeisenbank Pfaffenhausen;87772;Pfaffenhausen;Raiffbk Pfaffenhausen;67889;GENODEF1PFA
72070001;Deutsche Bank;86004;Augsburg;Deutsche Bank Augsburg;27221;DEUTDEMM720
72070001;Deutsche Bank;86329;Königsbrunn;Deutsche Bank Königsbrunn;27221;DEUTDEMM727
72070001;Deutsche Bank;86358;Gersthofen;Deutsche Bank Gersthofen;27221;DEUTDEMM725
72070001;Deutsche Bank;86815;Bad Wörishofen;Deutsche Bank Bad Wörishof;27221;DEUTDEMM723
72070001;Deutsche Bank;89301;Günzburg;Deutsche Bank Günzburg;27221;DEUTDEMM726
72070001;Deutsche Bank;89402;Dillingen a.d.Donau;Deutsche Bank Dillingen;27221;DEUTDEMM724
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86004;Augsburg;DB PFK (Deutsche Bank PGK);21221;DEUTDEDB720
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86815;Bad Wörishofen;DB PFK (Deutsche Bank PGK);21221;DEUTDEDB723
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);89402;Dillingen a.d.Donau;DB PFK (Deutsche Bank PGK);21221;DEUTDEDB724
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86358;Gersthofen;DB PFK (Deutsche Bank PGK);21221;DEUTDEDB725
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);89301;Günzburg;DB PFK (Deutsche Bank PGK);21221;DEUTDEDB726
72070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86329;Königsbrunn;DB PFK (Deutsche Bank PGK);21221;DEUTDEDB727
72080001;Commerzbank vormals Dresdner Bank;86004;Augsburg;Commerzbank Augsburg;28720;DRESDEFF720
72090000;VR Bank Augsburg-Ostallgäu;86012;Augsburg;VR Bank Augsburg-Ostallgäu;97130;GENODEF1AUB
72090500;Sparda-Bank Augsburg;86013;Augsburg;Sparda-Bank Augsburg;97050;GENODEF1S03
72090900;PSD Bank München;86012;Augsburg;PSD Bank München Augsburg;97063;GENODEF1P14
72120078;UniCredit Bank - HypoVereinsbank;85017;Ingolstadt;UniCredit Bank-HypoVereinbk;22039;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;84048;Mainburg;UniCredit Bank-HypoVereinbk;22039;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;85283;Wolnzach;UniCredit Bank-HypoVereinbk;22039;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;85285;Geisenfeld;UniCredit Bank-HypoVereinbk;22039;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;85264;Pfaffenhofen a.d.Ilm;UniCredit Bank-HypoVereinbk;22039;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;86521;Schrobenhausen;UniCredit Bank-HypoVereinbk;22039;HYVEDEMM426
72122181;UniCredit Bank - HypoVereinsbank;86616;Neuburg a.d.Donau;UniCredit Bank-HypoVereinbk;22060;HYVEDEMM665
72140052;Commerzbank;85018;Ingolstadt;Commerzbank Ingolstadt;24703;COBADEFFXXX
72150000;Sparkasse Ingolstadt Eichstätt;85023;Ingolstadt;Spk Ingolstadt Eichstätt;57163;BYLADEM1ING
72151650;Sparkasse Pfaffenhofen;85262;Pfaffenhofen a.d.Ilm;Spk Pfaffenhofen;57103;BYLADEM1PAF
72152070;Sparkasse Neuburg-Rain;86633;Neuburg a.d.Donau;Spk Neuburg-Rain;57169;BYLADEM1NEB
72160818;Volksbank Raiffeisenbank Bayern Mitte;85023;Ingolstadt;VR Bank Bayern Mitte;67038;GENODEF1INP
72169080;Raiffeisenbank Aresing-Gerolsbach;85302;Gerolsbach;Raiffbk Aresing-Gerolsbach;67236;GENODEF1GSB
72169218;Schrobenhausener Bank;86529;Schrobenhausen;Schrobenhausener Bank;67440;GENODEF1SBN
72169246;Raiffeisenbank Schrobenhausener Land;86571;Langenmosen;Raiffbk Schrobenhausener Ld;67458;GENODEF1WFN
72169380;Raiffeisenbank Beilngries;92339;Beilngries;Raiffeisenbank Beilngries;67548;GENODEF1BLN
72169745;Raiffeisenbank Ehekirchen-Oberhausen;86676;Ehekirchen;Raiffbk Ehekirchen-Oberhsn;67834;GENODEF1WDF
72169756;VR Bank Neuburg-Rain;86621;Neuburg a.d.Donau;VR Bank Neuburg-Rain;67850;GENODEF1ND2
72169812;Raiffeisenbank im Donautal;85080;Gaimersheim;Raiffbk im Donautal;67903;GENODEF1GAH
72169831;Raiffeisenbank Riedenburg-Lobsing;93339;Riedenburg;Raiffbk Riedenburg-Lobs;67916;GENODEF1RBL
72170007;Deutsche Bank;85010;Ingolstadt;Deutsche Bank Ingolstadt;27231;DEUTDEMM721
72170007;Deutsche Bank;85085;Vohburg a.d.Donau;Deutsche Bank Vohburg Donau;27231;DEUTDEMM729
72170007;Deutsche Bank;86617;Neuburg a.d.Donau;Deutsche Bank Neuburg Donau;27231;DEUTDEMM722
72170007;Deutsche Bank;85276;Pfaffenhofen a.d.Ilm;Deutsche Bank Pfaffenh Ilm;27231;DEUTDEMM728
72170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85010;Ingolstadt;DB PFK (Deutsche Bank PGK);21231;DEUTDEDB721
72170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);86617;Neuburg a.d.Donau;DB PFK (Deutsche Bank PGK);21231;DEUTDEDB722
72170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85276;Pfaffenhofen a.d.Ilm;DB PFK (Deutsche Bank PGK);21231;DEUTDEDB728
72170024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);85085;Vohburg a.d.Donau;DB PFK (Deutsche Bank PGK);21231;DEUTDEDB729
72180002;Commerzbank vormals Dresdner Bank;85018;Ingolstadt;Commerzbank Ingolstadt;28721;DRESDEFF721
72220074;UniCredit Bank - HypoVereinsbank;86609;Donauwörth;UniCredit Bank-HypoVereinbk;22097;HYVEDEMM255
72223182;UniCredit Bank - HypoVereinsbank;86715;Nördlingen;UniCredit Bank-HypoVereinbk;22098;HYVEDEMM263
72250160;Sparkasse Donauwörth;86604;Donauwörth;Spk Donauwörth;57112;BYLADEM1DON
72251520;Sparkasse Dillingen-Nördlingen;89407;Dillingen a.d.Donau;Spk Dillingen-Nördlingen;57105;BYLADEM1DLG
72290100;Raiffeisen-Volksbank Donauwörth;86604;Donauwörth;Raiff-VB Donauwörth;97125;GENODEF1DON
73050000;Sparkasse Neu-Ulm-Illertissen;89206;Neu-Ulm;Spk Neu-Ulm Illertissen;57114;BYLADEM1NUL
73061191;VR-Bank Neu-Ulm;89212;Neu-Ulm;VR-Bank Neu-Ulm;67048;GENODEF1NU1
73120075;UniCredit Bank - HypoVereinsbank;87681;Memmingen;UniCredit Bank-HypoVereinbk;22057;HYVEDEMM436
73120075;UniCredit Bank - HypoVereinsbank;87719;Mindelheim;UniCredit Bank-HypoVereinbk;22057;HYVEDEMM436
73140046;Commerzbank Memmingen;87700;Memmingen;Commerzbank Memmingen;24723;COBADEFFXXX
73150000;Sparkasse Memmingen-Lindau-Mindelheim;87688;Memmingen;Spk Memmingen-Lindau-Mindel;57119;BYLADEM1MLM
73160000;Genossenschaftsbank Unterallgäu;87719;Mindelheim;Genobank Unterallgäu;68127;GENODEF1MIR
73180011;Commerzbank vormals Dresdner Bank;87681;Memmingen;Commerzbank Memmingen;28731;DRESDEFF731
73190000;VR-Bank Memmingen;87689;Memmingen;VR-Bank Memmingen;97010;GENODEF1MM1
73320073;UniCredit Bank - HypoVereinsbank;87402;Kempten (Allgäu);UniCredit Bank-HypoVereinbk;22043;HYVEDEMM428
73320073;UniCredit Bank - HypoVereinsbank;87620;Füssen;UniCredit Bank-HypoVereinbk;22043;HYVEDEMM428
73321177;UniCredit Bank - HypoVereinsbank;87552;Oberstdorf;UniCredit Bank-HypoVereinbk;22066;HYVEDEMM567
73322380;UniCredit Bank - HypoVereinsbank;87515;Sonthofen;UniCredit Bank-HypoVereinbk;22083;HYVEDEMM570
73322380;UniCredit Bank - HypoVereinsbank;87459;Pfronten;UniCredit Bank-HypoVereinbk;22083;HYVEDEMM570
73331700;Gabler-Saliter Bankgeschäft;87634;Obergünzburg;Saliter-Bank Obergünzburg;26125;GABLDE71XXX
73340046;Commerzbank Kempten Allgäu;87435;Kempten (Allgäu);Commerzbank Kempten Allgäu;24722;COBADEFFXXX
73350000;Sparkasse Allgäu;87435;Kempten (Allgäu);Sparkasse Allgäu;57107;BYLADEM1ALG
73351635;Sparkasse Riezlern, Kleinwalsertal;87567;Riezlern;Sparkasse Riezlern;57126;BYLADEM1ALR
73369264;Raiffeisenbank im Allgäuer Land;87463;Dietmannsried;Raiffbk im Allg Land;67469;GENODEF1DTA
73369821;BodenseeBank;88115;Lindau (Bodensee);BodenseeBank;67906;GENODEF1LBB
73369823;Raiffeisenbank Westallgäu;88167;Gestratz;Raiffeisenbank Westallgäu;67908;GENODEF1WWA
73369826;Volksbank;88151;Lindenberg i. Allgäu;Volksbank Lindenberg;67912;GENODEF1LIA
73369851;Raiffeisenbank Aitrang-Ruderatshofen;87648;Aitrang;Raiffbk Aitrang-Ruderatshfn;67929;GENODEF1AIT
73369854;Raiffeisenbank Fuchstal-Denklingen;86925;Fuchstal;Raiffbk Fuchstal-Denklingen;67932;GENODEF1FCH
73369859;Raiffeisenbank;87651;Bidingen;Raiffeisenbank Bidingen;67936;GENODEF1BIN
73369871;Raiffeisenbank Baisweil-Eggenthal-Friesenried;87653;Eggenthal;Raiffbk Baisweil-Eggent-Fr;67943;GENODEF1EGB
73369918;Raiffeisenbank Kirchweihtal;87666;Pforzen;Raiffeisenbank Kirchweihtal;67974;GENODEF1OKI
73369920;Raiffeisenbank Kempten-Oberallgäu;87527;Sonthofen;Raiffbk Kempten-Oberallgäu;67975;GENODEF1SFO
73369933;Raiffeisenbank Südliches Ostallgäu;87637;Seeg;Raiffbk Südliches Ostallgäu;67979;GENODEF1RHP
73369954;Raiffeisenbank Wald-Görisried;87616;Wald;Raiffbk Wald-Görisried;67988;GENODEF1WGO
73370008;Deutsche Bank;87404;Kempten (Allgäu);Deutsche Bank Kempten Allga;27225;DEUTDEMM733
73370008;Deutsche Bank;87682;Memmingen;Deutsche Bank Memmingen;27225;DEUTDEMM734
73370008;Deutsche Bank;87516;Sonthofen;Deutsche Bank Sonthofen;27225;DEUTDEMM735
73370008;Deutsche Bank;87609;Marktoberdorf;Deutsche Bank Marktoberdorf;27225;DEUTDEMM736
73370008;Deutsche Bank;87600;Kaufbeuren;Deutsche Bank Kaufbeuren;27225;DEUTDEMM737
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87404;Kempten (Allgäu);DB PFK (Deutsche Bank PGK);21225;DEUTDEDB733
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87600;Kaufbeuren;DB PFK (Deutsche Bank PGK);21225;DEUTDEDB737
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87609;Marktoberdorf;DB PFK (Deutsche Bank PGK);21225;DEUTDEDB736
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87682;Memmingen;DB PFK (Deutsche Bank PGK);21225;DEUTDEDB734
73370024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);87516;Sonthofen;DB PFK (Deutsche Bank PGK);21225;DEUTDEDB735
73380004;Commerzbank vormals Dresdner Bank;87404;Kempten (Allgäu);Commerzbank Kempten;28733;DRESDEFF733
73390000;Allgäuer Volksbank Kempten-Sonthofen;87416;Kempten (Allgäu);Allgäuer Volksbank;97011;GENODEF1KEV
73392000;Volksbank Immenstadt;87509;Immenstadt i. Allgäu;Volksbank Immenstadt;97110;GENODEF1IMV
73420071;UniCredit Bank - HypoVereinsbank;87600;Kaufbeuren;UniCredit Bank-HypoVereinbk;22042;HYVEDEMM427
73420071;UniCredit Bank - HypoVereinsbank;86839;Türkheim;UniCredit Bank-HypoVereinbk;22042;HYVEDEMM427
73420071;UniCredit Bank - HypoVereinsbank;87609;Marktoberdorf;UniCredit Bank-HypoVereinbk;22042;HYVEDEMM427
73421478;UniCredit Bank - HypoVereinsbank;86951;Schongau;UniCredit Bank-HypoVereinbk;22078;HYVEDEMM666
73440048;Commerzbank;87600;Kaufbeuren;Commerzbank KB F-K48;24747;COBADEFFXXX
73450000;Kreis- und Stadtsparkasse Kaufbeuren;87600;Kaufbeuren;Kr u St Spk Kaufbeuren;57129;BYLADEM1KFB
73460046;VR Bank Augsburg-Ostallgäu;87600;Kaufbeuren;VR Bank Augsburg-Ostallgäu;67018;GENODEF1KFB
73480013;Commerzbank vormals Dresdner Bank;87572;Kaufbeuren;Commerzbank Kaufbeuren;28734;DRESDEFF734
74020074;UniCredit Bank - HypoVereinsbank;94002;Passau;UniCredit Bank-HypoVereinbk;22068;HYVEDEMM445
74020074;UniCredit Bank - HypoVereinsbank;94441;Plattling;UniCredit Bank-HypoVereinbk;22068;HYVEDEMM445
74020074;UniCredit Bank - HypoVereinsbank;94470;Vilshofen an der Donau;UniCredit Bank-HypoVereinbk;22068;HYVEDEMM445
74020074;UniCredit Bank - HypoVereinsbank;94052;Pocking;UniCredit Bank-HypoVereinbk;22068;HYVEDEMM445
74020100;Raiffeisenlandesbank OÖ Zndl Süddeutschland;80333;München;RLB OÖ Zndl Süddeutschland;29100;RZOODE77XXX
74020150;Raiffeisenlandesbank OÖ Zndl Südde - für interne Zwecke;80333;München;RLB OÖ Zndl Süddeutschland;;RZOODE77050
74040082;Commerzbank Passau;94032;Passau;Commerzbank Passau;24752;COBADEFFXXX
74050000;Sparkasse Passau;94014;Passau;Spk Passau;57293;BYLADEM1PAS
74051230;Sparkasse Freyung-Grafenau;94075;Freyung;Spk Freyung-Grafenau;57287;BYLADEM1FRG
74061101;Raiffeisenbank Am Goldenen Steig;94133;Röhrnbach;Raiffbk Am Goldenen Steig;67998;GENODEF1RGS
74061564;Raiffeisenbank Unteres Inntal;94152;Neuhaus a.Inn;Raiffbk Unteres Inntal;68006;GENODEF1NUI
74061670;Raiffeisenbank Ortenburg-Kirchberg;94496;Ortenburg;Raiffbk Ortenburg-Kirchberg;67074;GENODEF1ORT
74061813;VR-Bank Rottal-Inn;84347;Pfarrkirchen;VR-Bank Rottal-Inn;67078;GENODEF1PFK
74061814;VR-Bank Rottal-Inn Gf GAA;84347;Pfarrkirchen;VR Rottal-Inn Gf GAA;;GENODEF1PFK
74062490;Volksbank - Raiffeisenbank Vilshofen;94474;Vilshofen an der Donau;VR Vilshofen;68012;GENODEF1VIR
74062786;Raiffeisenbank i Lkr Passau-Nord;94113;Tiefenbach;Raiffbk i Lkr Passau-Nord;68036;GENODEF1TIE
74064593;Raiffeisenbank;94108;Wegscheid;Raiffeisenbank Wegscheid;68004;GENODEF1WSD
74066749;Raiffeisenbank Südl. Bayerischer Wald;94049;Hauzenberg;Raiffbk Südl Bayer Wald;68033;GENODEF1HZN
74067000;Rottaler Raiffeisenbank;94060;Pocking;Rottaler Raiffbk;68070;GENODEF1POC
74069744;Raiffeisenbank;94143;Grainet;Raiffeisenbank Grainet;67833;GENODEF1GRT
74069758;Raiffeisenbank Kirchberg v. Wald;94113;Tiefenbach;Raiffbk Kirchberg;67855;GENODEF1TKI
74069768;Raiffeisenbank am Dreisessel;94089;Neureichenau;Raiffbk am Dreisessel;67869;GENODEF1NHD
74090000;VR-Bank Passau;94015;Passau;VR-Bank Passau;97012;GENODEF1PA1
74120071;UniCredit Bank - HypoVereinsbank;94460;Deggendorf;UniCredit Bank-HypoVereinbk;22022;HYVEDEMM415
74131000;TEBA Kreditbank;94405;Landau a.d.Isar;TEBA Kreditbank;;TEKRDE71XXX
74140048;Commerzbank;94469;Deggendorf;Commerzbank DE F-D48;24755;COBADEFFXXX
74150000;Sparkasse Deggendorf;94459;Deggendorf;Spk Deggendorf;57234;BYLADEM1DEG
74151450;Sparkasse Regen-Viechtach;94202;Regen;Sparkasse Regen-Viechtach;57226;BYLADEM1REG
74160025;Raiffeisenbank Deggendorf-Plattling-Sonnenwald;94457;Deggendorf;Raiba Deg.-Pla.-Sonnenw.;67014;GENODEF1DEG
74161608;Raiffeisenbank Hengersberg-Schöllnach;94488;Hengersberg;Raiffbk Hengersb-Schöllnach;67072;GENODEF1HBW
74180009;Commerzbank vormals Dresdner Bank;94451;Deggendorf;Commerzbank Deggendorf;28741;DRESDEFF741
74190000;VR GenoBank DonauWald;94234;Viechtach;VR GenoBank DonauWald;97013;GENODEF1DGV
74191000;VR-Bank Landau-Mengkofen;94405;Landau a.d.Isar;VR-Bank Landau-Mengkofen;97071;GENODEF1LND
74220075;UniCredit Bank - HypoVereinsbank;94304;Straubing;UniCredit Bank-HypoVereinbk;22085;HYVEDEMM452
74221170;UniCredit Bank - HypoVereinsbank;93413;Cham;UniCredit Bank-HypoVereinbk;22019;HYVEDEMM675
74240062;Commerzbank Straubing;94315;Straubing;Commerzbank Straubing;24753;COBADEFFXXX
74250000;Sparkasse Niederbayern-Mitte;94304;Straubing;Spk Niederbayern-Mitte;57296;BYLADEM1SRG
74251020;Sparkasse im Landkreis Cham;93405;Cham;Spk im Landkreis Cham;57274;BYLADEM1CHM
74260110;Raiffeisenbank;94315;Straubing;Raiffeisenbank Straubing;67230;GENODEF1SR2
74261024;Raiffeisenbank Chamer Land;93404;Cham;Raiffeisenbank Chamer Land;67042;GENODEF1CHA
74290000;Volksbank Straubing;94303;Straubing;Volksbank Straubing;97014;GENODEF1SR1
74290100;CB Bank;94306;Straubing;CB Bank Straubing;;CBSRDE71XXX
74320073;UniCredit Bank - HypoVereinsbank;84007;Landshut;UniCredit Bank-HypoVereinbk;22048;HYVEDEMM433
74320073;UniCredit Bank - HypoVereinsbank;84122;Dingolfing;UniCredit Bank-HypoVereinbk;22048;HYVEDEMM433
74320073;UniCredit Bank - HypoVereinsbank;85360;Moosburg a.d.Isar;UniCredit Bank-HypoVereinbk;22048;HYVEDEMM433
74320073;UniCredit Bank - HypoVereinsbank;84133;Vilsbiburg;UniCredit Bank-HypoVereinbk;22048;HYVEDEMM433
74340077;Commerzbank;84028;Landshut;Commerzbank Landshut;24751;COBADEFFXXX
74350000;Sparkasse Landshut;84011;Landshut;Spk Landshut;57168;BYLADEM1LAH
74351430;Sparkasse Rottal-Inn;84301;Eggenfelden;Spk Rottal-Inn Eggenfelden;57213;BYLADEM1EGF
74351740;Stadt- und Kreissparkasse Moosburg;85366;Moosburg a.d.Isar;St u Kr Spk Moosburg;57177;BYLADEM1MSB
74361211;Raiffeisenbank Arnstorf;94424;Arnstorf;Raiffeisenbank Arnstorf;67050;GENODEF1ARF
74362663;Raiffeisenbank Altdorf-Ergolding;84030;Ergolding;Raiffbk Altdorf-Ergolding;68031;GENODEF1ERG
74364689;Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg;84073;Pfeffenhausen;Raiffbk Pfeffenhausen;68107;GENODEF1PFF
74369068;Raiffeisenbank Hofkirchen-Bayerbach;84082;Laberweinting;Raiffbk Hofkirchen-Bayerbch;67220;GENODEF1LWE
74369088;Raiffeisenbank Geiselhöring-Pfaffenberg;94333;Geiselhöring;Raiffbk Geiselhöring-Pfabg;67247;GENODEF1GPF
74369130;Raiffeisenbank Parkstetten;94365;Parkstetten;Raiffeisenbank Parkstetten;67314;GENODEF1PST
74369146;Raiffeisenbank Rattiszell-Konzell;94372;Rattiszell;Raiffbk Rattiszell-Konzell;67342;GENODEF1RZK
74369656;Raiffeisenbank Essenbach;84051;Essenbach;Raiffeisenbank Essenbach;67769;GENODEF1ENA
74369662;Raiffeisenbank Buch-Eching;84174;Eching;Raiffbk Buch-Eching;67775;GENODEF1EBV
74380007;Commerzbank vormals Dresdner Bank;84008;Landshut;Commerzbank Landshut;28743;DRESDEFF743
74390000;VR-Bank Landshut;84037;Landshut;VR-Bank Landshut;97015;GENODEF1LH1
74391300;Volksbank-Raiffeisenbank Dingolfing;84130;Dingolfing;VB-Raiffbk Dingolfing;97083;GENODEF1DGF
74391400;VR-Bank Rottal-Inn;84301;Eggenfelden;VR-Bank Rottal-Inn;97084;GENODEF1EGR
74392300;VR-Bank Isar-Vils;84131;Vilsbiburg;VR-Bk Isar-Vils Vilsbiburg;97116;GENODEF1VBV
75000000;Bundesbank;93006;Regensburg;BBk Regensburg;20750;MARKDEF1750
75020073;UniCredit Bank - HypoVereinsbank;93002;Regensburg;UniCredit Bank-HypoVereinbk;22071;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93328;Neustadt a.d.Donau;UniCredit Bank-HypoVereinbk;22071;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93301;Kelheim;UniCredit Bank-HypoVereinbk;22071;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93067;Neutraubling;UniCredit Bank-HypoVereinbk;22071;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93155;Hemau;UniCredit Bank-HypoVereinbk;22071;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93123;Regenstauf;UniCredit Bank-HypoVereinbk;22071;HYVEDEMM447
75020073;UniCredit Bank - HypoVereinsbank;93176;Beratzhausen;UniCredit Bank-HypoVereinbk;22071;HYVEDEMM447
75021174;UniCredit Bank - HypoVereinsbank;92402;Schwandorf;UniCredit Bank-HypoVereinbk;22080;HYVEDEMM804
75040062;Commerzbank Regensburg;93047;Regensburg;Commerzbank Regensburg;24750;COBADEFFXXX
75050000;Sparkasse Regensburg;93042;Regensburg;Spk Regensburg;57210;BYLADEM1RBG
75051040;Sparkasse im Landkreis Schwandorf;92408;Schwandorf;Spk im Landkreis Schwandorf;57218;BYLADEM1SAD
75051565;Kreissparkasse Kelheim;93305;Kelheim;Kreissparkasse Kelheim;57167;BYLADEM1KEH
75060150;Raiffeisenbank Regensburg-Wenzenbach;93018;Regensburg;Raiffbk Regensburg-Wenzenb;67023;GENODEF1R02
75061851;Raiffeisenbank Regenstauf;93122;Regenstauf;Raiffeisenbank Regenstauf;67079;GENODEF1REF
75062026;Raiffeisenbank Oberpfalz Süd;93093;Donaustauf;Raiffbk Oberpfalz Süd;68024;GENODEF1DST
75069014;Raiffeisenbank Kreis Kelheim;93077;Bad Abbach;Raiffbk Kreis Kelheim;67141;GENODEF1ABS
75069020;Raiffeisenbank Bruck;92436;Bruck i.d.OPf.;Raiffeisenbank Bruck;67149;GENODEF1BUK
75069038;Raiffeisenbank Falkenstein-Wörth;93167;Falkenstein;Raiffbk Falkenstein-Wörth;67176;GENODEF1FKS
75069055;Raiffeisenbank Alteglofsheim-Hagelstadt;93095;Hagelstadt;Raiffbk Alteglofshm-Hagelst;67204;GENODEF1HGA
75069061;Raiffeisenbank im Oberpfälzer Jura;92331;Parsberg;Raiffbk im Oberpf. Jura;67211;GENODEF1HEM
75069078;Raiffeisenbank;93161;Sinzing;Raiffeisenbank Sinzing;67234;GENODEF1SZV
75069081;Raiffeisenbank Bad Kötzting;93444;Bad Kötzting;Raiffeisenbank Bad Kötzting;67239;GENODEF1KTZ
75069110;Raiffeisenbank Eschlkam-Lam-Lohberg-Neukirchen b Hl Blut;93453;Neukirchen b.Hl.Blut;RB Eschlk-Lam-Lohb-Neukirch;67278;GENODEF1NKN
75069171;VR Bank Mittlere Oberpfalz;92507;Nabburg;VR Bank Mittlere Oberpfalz;67382;GENODEF1SWD
75070013;Deutsche Bank;93003;Regensburg;Deutsche Bank Regensburg;27227;DEUTDEMM750
75070013;Deutsche Bank;94301;Straubing;Deutsche Bank Straubing;27227;DEUTDEMM751
75070013;Deutsche Bank;94457;Deggendorf;Deutsche Bank Deggendorf;27227;DEUTDEMM741
75070013;Deutsche Bank;94003;Passau;Deutsche Bank Passau;27227;DEUTDEMM752
75070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);93003;Regensburg;DB PFK (Deutsche Bank PGK);21227;DEUTDEDB750
75070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);94457;Deggendorf;DB PFK (Deutsche Bank PGK);21227;DEUTDEDB741
75070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);94003;Passau;DB PFK (Deutsche Bank PGK);21227;DEUTDEDB752
75070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);94301;Straubing;DB PFK (Deutsche Bank PGK);21227;DEUTDEDB751
75080003;Commerzbank vormals Dresdner Bank;93015;Regensburg;Commerzbank Regensburg;28750;DRESDEFF750
75090000;Volksbank Raiffeisenbank Regensburg-Schwandorf;93019;Regensburg;VB RB Regensburg-Schwandorf;97016;GENODEF1R01
75090300;LIGA Bank;93006;Regensburg;LIGA Bank Regensburg;97044;GENODEF1M05
75090500;Sparda-Bank Ostbayern;93063;Regensburg;Sparda-Bank Ostbayern;97051;GENODEF1S05
75090629;apoBank;93015;Regensburg;apoBank Regensburg;97058;DAAEDED1029
75090900;VR Bank Niederbayern-Oberpfalz;93047;Regensburg;VR Bank Niederbayern-Oberpf;97064;GENODEF1P18
75220070;UniCredit Bank - HypoVereinsbank;92202;Amberg;UniCredit Bank-HypoVereinbk;22004;HYVEDEMM405
75220070;UniCredit Bank - HypoVereinsbank;92229;Sulzbach-Rosenberg;UniCredit Bank-HypoVereinbk;22004;HYVEDEMM405
75240000;Commerzbank;92224;Amberg;Commerzbank Amberg Oberpf;24761;COBADEFFXXX
75250000;Sparkasse Amberg-Sulzbach;92206;Amberg;Sparkasse Amberg-Sulzbach;57221;BYLADEM1ABG
75261700;Raiffeisenbank Sulzbach-Rosenberg;92237;Sulzbach-Rosenberg;Raiffbk Sulzbach-Rosenberg;68098;GENODEF1SZH
75290000;Volksbank-Raiffeisenbank Amberg;92212;Amberg;VB-Raiffbk Amberg;97017;GENODEF1AMV
75320075;UniCredit Bank - HypoVereinsbank;92612;Weiden i.d.OPf.;UniCredit Bank-HypoVereinbk;22092;HYVEDEMM454
75340090;Commerzbank;92637;Weiden i.d.OPf.;Commerzbank Weiden Oberpf;24754;COBADEFFXXX
75350000;Sparkasse Oberpfalz Nord;92615;Weiden i.d.OPf.;Spk Oberpfalz Nord;57241;BYLADEM1WEN
75351960;Vereinigte Sparkassen Eschenbach i d Opf;92660;Neustadt a.d.Waldnaab;Ver Spk Eschenbach;57261;BYLADEM1ESB
75362039;Raiffeisenbank Floß;92685;Floß;Raiffeisenbank Floß;67083;GENODEF1FLS
75363189;Raiffeisenbank Neustadt-Vohenstrauß;92648;Vohenstrauß;Raiffbk Neustadt-Vohenstr;67108;GENODEF1NEW
75390000;Volksbank Raiffeisenbank Nordoberpfalz;92637;Weiden i.d.OPf.;VR Nordoberpfalz;97018;GENODEF1WEV
76000000;Bundesbank;90327;Nürnberg;BBk Nürnberg;20760;MARKDEF1760
76010085;Postbank Ndl der DB Privat- und Firmenkundenbank;90322;Nürnberg;Postbank Ndl DB PFK;10085;PBNKDEFFXXX
